Make,Model,Year,Color,Price,Horsepower,FuelEconomy,Trim
Hyundai,Tucson,2021,Matte Black,19699,187,28,SEL
Jeep,Wrangler,2021,White,66122,470,14,Rubicon 392
Mercedes-Benz,C-Class,2020,Silver,41462,402,22,AMG C 43
Honda,Pilot,2024,White,40839,285,22,EX-L
Toyota,Tacoma,2022,Pearl White,23837,228,21,SR
Ford,Bronco,2023,Burgundy,42581,275,17,Badlands
Subaru,Crosstrek,2025,Black,30588,182,29,Limited
Volkswagen,Tiguan,2024,Yellow,26005,184,27,S
Subaru,Outback,2024,Red,28575,182,28,Base
Subaru,Outback,2021,Charcoal,20027,182,28,Base
BMW,X5,2024,Silver,61247,375,25,sDrive40i
Kia,Telluride,2024,Charcoal,35184,291,23,LX
Ram,1500,2024,Pearl White,60332,395,22,Limited
Hyundai,Elantra,2022,Grey,25243,276,24,N
Chevrolet,Silverado 1500,2023,Matte Black,32051,310,20,WT
Honda,Pilot,2021,Green,29167,285,22,EX-L
Jeep,Grand Cherokee,2021,Blue,44744,293,22,Summit
Mercedes-Benz,GLE,2024,Blue,65758,375,22,GLE 450
Audi,Q5,2024,Burgundy,44601,261,25,Premium Plus 45
Hyundai,Tucson,2024,Black,24582,187,28,SE
Hyundai,Elantra,2023,Grey,16738,147,36,SE
Ford,Explorer,2024,Pearl White,41522,300,24,ST-Line
Toyota,Prius,2023,Yellow,25747,194,52,XLE
Ford,Bronco,2025,Red,49548,275,20,Outer Banks
Ford,Mustang,2024,Blue,56119,500,17,Dark Horse
Audi,Q5,2021,Black,37250,261,25,Premium Plus 45
Tesla,Model 3,2022,Black,41585,510,113,Performance
Subaru,Outback,2021,Blue,23283,182,28,Premium
Tesla,Model Y,2022,Burgundy,39634,456,111,Performance
Kia,Telluride,2024,Blue,46250,291,23,SX Prestige
Volkswagen,Jetta,2023,Blue,29069,228,30,GLI Autobahn
Subaru,Crosstrek,2023,Charcoal,23945,182,29,Sport
Subaru,Crosstrek,2024,Grey,23700,152,29,Base
Ram,1500,2023,Blue,33490,305,23,Tradesman
Jeep,Wrangler,2021,Yellow,26915,285,19,Willys
Audi,A4,2025,Charcoal,43532,201,30,Premium 40
Mercedes-Benz,GLE,2023,Midnight Blue,51546,255,24,GLE 350
Hyundai,Elantra,2024,Black,23157,147,34,SEL
Audi,A4,2023,Pearl White,36862,201,30,Premium 40
Subaru,Crosstrek,2022,Red,21227,182,29,Sport
Ford,Bronco,2021,Red,28224,275,20,Big Bend
Ford,Mustang,2023,Burgundy,33970,480,18,GT
Honda,CR-V,2024,Matte Black,26987,190,30,LX
Toyota,Camry,2024,Pearl White,24400,203,32,LE
Audi,Q5,2025,Silver,49881,261,25,Premium Plus 45
Nissan,Rogue,2022,Blue,25560,201,33,SV
Toyota,Tacoma,2023,Black,32322,278,20,TRD Sport
Mercedes-Benz,GLE,2020,Green,46891,375,22,GLE 450
Nissan,Rogue,2020,Orange,18873,201,33,S
Subaru,Crosstrek,2024,Charcoal,23607,152,29,Base
Subaru,Crosstrek,2024,Black,27575,182,29,Sport
BMW,3 Series,2024,White,39800,255,29,330i
Chevrolet,Tahoe,2021,Black,55582,420,16,High Country
Toyota,Prius,2025,Black,32947,194,52,XLE
Hyundai,Elantra,2022,Charcoal,21757,201,31,N Line
Honda,Pilot,2025,Grey,50379,285,20,TrailSport
Volkswagen,Tiguan,2021,Pearl White,19646,184,27,S
Hyundai,Elantra,2024,Orange,27711,201,31,N Line
Audi,Q5,2021,Blue,36952,261,25,Premium Plus 45
Volkswagen,Tiguan,2022,Black,23463,184,27,SE
Volkswagen,Tiguan,2022,White,21888,184,27,S
Jeep,Wrangler,2024,Yellow,27665,285,20,Sport
Mercedes-Benz,C-Class,2023,White,52155,402,22,AMG C 43
Volkswagen,Tiguan,2023,Burgundy,34470,184,26,SEL R-Line
Kia,Telluride,2024,Charcoal,33995,291,23,LX
Mercedes-Benz,GLE,2023,Burgundy,60560,375,22,GLE 450
Hyundai,Tucson,2023,Midnight Blue,25391,226,38,Hybrid Blue
Toyota,Prius,2024,Charcoal,32913,194,52,Limited
Audi,Q5,2023,Grey,40759,261,25,Premium Plus 45
Kia,K5,2022,Charcoal,20709,180,31,GT-Line
Mercedes-Benz,GLE,2024,Green,64682,375,22,GLE 450
Jeep,Grand Cherokee,2025,Yellow,47222,293,22,Limited
BMW,3 Series,2023,Grey,49759,382,26,M340i
Mercedes-Benz,C-Class,2023,Pearl White,37781,255,30,C 300
Honda,Civic,2024,Orange,21396,158,35,LX
Tesla,Model Y,2023,Black,42086,384,122,Long Range
BMW,X5,2023,Charcoal,76610,523,19,M60i
Subaru,Crosstrek,2023,Grey,22802,152,29,Base
Chevrolet,Corvette,2023,Green,58047,490,19,Stingray 1LT
Kia,Telluride,2024,Blue,33775,291,23,LX
Jeep,Grand Cherokee,2021,Midnight Blue,27060,293,22,Laredo
Toyota,Tacoma,2023,Blue,28274,228,21,SR
Nissan,Altima,2023,Matte Black,22035,188,32,SR
Chevrolet,Tahoe,2020,White,35959,355,17,LS
Ford,Explorer,2021,Charcoal,25274,300,24,XLT
Jeep,Wrangler,2021,Midnight Blue,23834,285,20,Sport
Kia,Telluride,2022,Matte Black,38285,291,23,SX Prestige
Chevrolet,Silverado 1500,2022,Midnight Blue,56334,420,15,ZR2
Mercedes-Benz,C-Class,2024,Burgundy,44261,255,30,C 300
BMW,X5,2024,Grey,58948,375,25,sDrive40i
Nissan,Altima,2024,Grey,33837,248,29,SR VC-Turbo
Mercedes-Benz,GLE,2021,Green,51222,375,22,GLE 450
Jeep,Wrangler,2020,Pearl White,27325,285,19,Willys
Ram,1500,2025,Green,56657,395,22,Laramie
Tesla,Model 3,2021,Pearl White,37476,510,113,Performance
Chevrolet,Tahoe,2022,Matte Black,42403,355,17,LS
Mercedes-Benz,C-Class,2023,Black,38990,255,30,C 300
Chevrolet,Tahoe,2021,Blue,44631,355,17,LT
BMW,X5,2024,Orange,61287,375,25,sDrive40i
Kia,K5,2023,Orange,27058,290,27,GT
Volkswagen,Jetta,2020,White,13077,158,34,S
Chevrolet,Tahoe,2023,Silver,64695,420,16,High Country
Subaru,Outback,2021,Black,29455,260,26,Onyx Edition XT
Ram,1500,2021,Yellow,37413,395,22,Laramie
Kia,Telluride,2024,Burgundy,34922,291,23,LX
Mercedes-Benz,GLE,2023,Orange,56924,375,22,GLE 450
Toyota,Tacoma,2021,Yellow,39292,278,21,Limited
Audi,Q5,2025,Red,58616,349,21,SQ5
Ford,Explorer,2024,Burgundy,35585,300,24,XLT
Honda,Civic,2024,Matte Black,28086,180,34,Touring
BMW,3 Series,2022,Yellow,36127,255,29,330i
Nissan,Rogue,2025,Grey,28567,201,33,SV
Ram,1500,2021,White,38353,395,22,Laramie
BMW,X5,2021,Burgundy,44844,375,25,sDrive40i
BMW,3 Series,2022,Silver,45816,382,26,M340i
Jeep,Grand Cherokee,2024,Pearl White,32662,293,22,Laredo
Mercedes-Benz,C-Class,2024,Yellow,42629,255,30,C 300
Subaru,Crosstrek,2021,Black,20034,182,29,Sport
Tesla,Model S,2023,Blue,65401,670,120,Long Range
Audi,A4,2024,Pearl White,39296,201,30,Premium 40
Kia,Telluride,2022,Blue,28951,291,23,LX
Hyundai,Tucson,2022,Yellow,26228,226,38,Hybrid Blue
Hyundai,Tucson,2024,Black,26203,187,28,SEL
Nissan,Rogue,2025,White,30325,201,33,S
BMW,X5,2024,Orange,65204,483,58,xDrive50e
Ram,1500,2024,Silver,51749,395,22,Laramie
Nissan,Rogue,2021,Orange,21226,201,33,SV
Hyundai,Tucson,2022,Pearl White,22282,187,28,SEL
Hyundai,Elantra,2020,Green,17813,201,31,N Line
Chevrolet,Tahoe,2020,Silver,38349,355,17,LS
Audi,Q5,2024,Blue,52248,349,21,SQ5
Ram,1500,2022,Black,36726,305,23,Big Horn
Kia,Telluride,2023,Burgundy,33319,291,23,S
Subaru,Outback,2024,Burgundy,35411,260,23,Wilderness
Nissan,Rogue,2023,Orange,24257,201,33,SV
Subaru,Crosstrek,2021,White,18944,182,29,Sport
Jeep,Wrangler,2023,Matte Black,34666,285,19,Willys
Subaru,Outback,2022,Orange,21903,182,28,Base
Nissan,Altima,2020,Blue,22002,248,29,SR VC-Turbo
Honda,Civic,2021,Midnight Blue,18600,158,35,LX
Hyundai,Tucson,2025,Midnight Blue,25427,187,28,SE
Hyundai,Elantra,2025,Green,28615,201,31,N Line
Hyundai,Tucson,2025,Blue,34093,226,38,Hybrid Blue
Chevrolet,Tahoe,2023,Pearl White,65700,420,16,High Country
Nissan,Altima,2021,Silver,21086,188,32,SR
Mercedes-Benz,GLE,2022,Green,55374,375,22,GLE 450
Kia,K5,2022,Midnight Blue,18693,180,31,LXS
Subaru,Outback,2020,Yellow,26343,260,23,Wilderness
Toyota,Prius,2024,Grey,27505,194,57,LE
Ford,Bronco,2024,Red,44639,275,20,Outer Banks
Audi,Q5,2022,Pearl White,36541,201,26,Premium 40
Ram,1500,2024,Orange,41904,305,23,Big Horn
Tesla,Model S,2023,Black,74847,1020,116,Plaid
Honda,Pilot,2023,Charcoal,35702,285,22,EX-L
BMW,3 Series,2025,Grey,76321,473,19,M3
Mercedes-Benz,GLE,2020,Yellow,44536,375,22,GLE 450
Kia,K5,2021,Orange,17453,180,31,GT-Line
Kia,K5,2021,Red,20352,180,31,GT-Line
Volkswagen,Tiguan,2023,Red,34690,184,26,SEL R-Line
Volkswagen,Tiguan,2023,Grey,31379,184,26,SEL R-Line
Ford,Mustang,2023,Red,49244,500,17,Dark Horse
Audi,A4,2022,Black,34105,261,28,Premium Plus 45
BMW,X5,2023,Black,60943,483,58,xDrive50e
Mercedes-Benz,C-Class,2025,Blue,46939,255,30,C 300
Honda,Pilot,2024,Silver,38631,285,22,Sport
Volkswagen,Jetta,2024,Midnight Blue,27872,228,30,GLI Autobahn
BMW,3 Series,2021,White,31668,255,29,330i
Nissan,Altima,2021,White,21588,188,32,SR
Ram,1500,2024,Green,36533,305,23,Tradesman
Jeep,Grand Cherokee,2023,Yellow,32051,293,22,Laredo
Toyota,RAV4,2023,Red,25211,203,30,LE
Honda,CR-V,2020,Blue,23850,204,40,Sport Hybrid
Subaru,Outback,2023,Grey,25478,182,28,Base
Honda,CR-V,2024,Grey,30183,190,30,EX
Chevrolet,Tahoe,2024,Red,52705,355,17,LS
Kia,K5,2021,Burgundy,22588,290,27,GT
Volkswagen,Jetta,2023,Silver,16645,158,34,S
Subaru,Crosstrek,2024,Blue,26748,182,29,Limited
Kia,K5,2024,Green,22317,180,31,LXS
Toyota,RAV4,2021,White,20146,203,30,LE
Tesla,Model 3,2020,Matte Black,33308,510,113,Performance
Volkswagen,Jetta,2025,Pearl White,22782,158,34,Sport
Jeep,Grand Cherokee,2023,White,39744,293,22,Limited
Nissan,Rogue,2024,Yellow,29912,201,33,SV
Audi,A4,2024,Matte Black,43947,261,28,Premium Plus 45
Honda,Pilot,2021,Pearl White,28458,285,22,EX-L
Mercedes-Benz,C-Class,2022,Pearl White,46120,402,22,AMG C 43
Ram,1500,2024,Midnight Blue,36740,305,23,Tradesman
Hyundai,Tucson,2020,Red,22927,226,38,Hybrid Blue
Volkswagen,Jetta,2023,Red,26982,228,30,GLI Autobahn
Subaru,Outback,2020,Midnight Blue,24912,260,23,Wilderness
Subaru,Crosstrek,2024,Red,28367,182,29,Limited
Ram,1500,2021,Pearl White,46521,395,22,Limited
Tesla,Model S,2024,Burgundy,84768,1020,116,Plaid
BMW,3 Series,2023,Black,48515,382,26,M340i
Hyundai,Elantra,2020,Grey,19498,201,31,N Line
Mercedes-Benz,C-Class,2024,Orange,43023,255,30,C 300
Ford,Mustang,2023,White,34393,480,18,GT
Subaru,Outback,2024,Silver,34964,260,23,Wilderness
Hyundai,Tucson,2024,Green,23591,187,28,SE
Ram,1500,2025,Yellow,65220,395,22,Limited
Toyota,Tacoma,2022,Charcoal,31245,278,20,TRD Sport
Hyundai,Elantra,2024,Charcoal,25073,201,31,N Line
Jeep,Grand Cherokee,2020,Black,30553,293,22,Limited
Jeep,Grand Cherokee,2024,Black,34663,293,22,Laredo
BMW,X5,2022,Yellow,70860,523,19,M60i
Ram,1500,2023,White,55728,395,22,Limited
Ford,Mustang,2022,Red,22680,315,26,EcoBoost
Jeep,Grand Cherokee,2025,Pearl White,47402,293,22,Limited
Volkswagen,Jetta,2023,Black,18382,158,34,S
Audi,A4,2024,Burgundy,40711,261,28,Premium Plus 45
Audi,A4,2023,Orange,37566,261,28,Premium Plus 45
Toyota,Tacoma,2022,Black,32702,278,20,TRD Off-Road
Subaru,Crosstrek,2022,Midnight Blue,23124,182,29,Sport
BMW,X5,2023,Blue,75453,523,19,M60i
Mercedes-Benz,C-Class,2024,White,43140,255,30,C 300
Ram,1500,2025,Green,56401,395,22,Laramie
Nissan,Rogue,2020,Pearl White,26369,201,33,Platinum
Subaru,Outback,2024,Yellow,37893,260,26,Onyx Edition XT
Ram,1500,2024,Yellow,61852,395,22,Limited
Subaru,Outback,2024,Green,34600,260,26,Onyx Edition XT
Ram,1500,2022,Green,40935,395,22,Laramie
Kia,K5,2021,Burgundy,23192,290,27,GT
Mercedes-Benz,GLE,2024,Red,63107,375,22,GLE 450
Jeep,Grand Cherokee,2024,Blue,57141,293,22,Summit
Jeep,Wrangler,2023,Pearl White,39760,285,17,Rubicon
BMW,X5,2022,Charcoal,51511,375,25,sDrive40i
Tesla,Model S,2022,Orange,56713,670,120,Long Range
BMW,X5,2023,Charcoal,74575,523,19,M60i
Honda,Civic,2024,Green,21726,158,35,LX
Kia,K5,2020,Blue,16428,180,31,GT-Line
Mercedes-Benz,GLE,2024,Black,64851,375,22,GLE 450
Volkswagen,Jetta,2020,White,13481,158,34,S
Kia,K5,2020,Yellow,20344,290,27,GT
Honda,Pilot,2024,Midnight Blue,45101,285,20,TrailSport
Audi,A4,2024,Green,49891,349,24,S4
Hyundai,Elantra,2025,Blue,20746,147,36,SE
Nissan,Rogue,2021,White,20816,201,33,SV
Jeep,Wrangler,2023,Matte Black,35440,285,19,Willys
Honda,Civic,2024,Burgundy,23054,158,33,Sport
Chevrolet,Corvette,2025,Matte Black,69025,490,19,Stingray 1LT
Jeep,Grand Cherokee,2024,Silver,58229,293,22,Summit
Ram,1500,2021,Silver,27415,305,23,Tradesman
Tesla,Model S,2022,White,68257,1020,116,Plaid
Nissan,Altima,2021,Orange,26835,248,29,SR VC-Turbo
Volkswagen,Jetta,2023,Orange,18719,158,34,S
Ram,1500,2022,White,76959,702,12,TRX
Honda,Civic,2022,Pearl White,19878,158,33,Sport
Volkswagen,Jetta,2025,Yellow,22897,158,34,Sport
Subaru,Outback,2023,Blue,25235,182,28,Base
Honda,Pilot,2023,Charcoal,35231,285,22,Sport
Ford,Bronco,2022,Burgundy,37819,275,20,Outer Banks
Ram,1500,2020,Silver,26457,305,23,Tradesman
Subaru,Crosstrek,2023,Burgundy,27484,182,29,Limited
Ram,1500,2021,Green,27841,305,23,Tradesman
Ford,Explorer,2023,Orange,39297,300,24,ST-Line
Audi,Q5,2023,Grey,43321,261,25,Premium Plus 45
Mercedes-Benz,GLE,2023,Matte Black,57913,375,22,GLE 450
BMW,3 Series,2020,Grey,50650,473,19,M3
Hyundai,Tucson,2024,Midnight Blue,25059,187,28,SEL
Audi,Q5,2020,Charcoal,31132,201,26,Premium 40
Tesla,Model S,2022,Black,69462,1020,116,Plaid
Mercedes-Benz,GLE,2023,Yellow,74134,429,20,AMG GLE 53
Audi,A4,2023,Silver,35727,201,30,Premium 40
Hyundai,Elantra,2024,Pearl White,32760,276,24,N
Nissan,Rogue,2020,Burgundy,17869,201,33,S
Toyota,Camry,2024,Midnight Blue,25253,203,32,LE
Subaru,Outback,2022,Charcoal,24272,182,28,Base
Toyota,Tacoma,2023,Red,24954,228,21,SR
Mercedes-Benz,GLE,2020,Grey,56548,429,20,AMG GLE 53
Honda,Civic,2021,White,19102,158,35,LX
Chevrolet,Silverado 1500,2022,Orange,56843,420,15,ZR2
Subaru,Outback,2025,Red,29227,182,28,Base
BMW,3 Series,2022,Red,57338,473,19,M3
Honda,Civic,2023,Midnight Blue,26224,180,34,Touring
Mercedes-Benz,C-Class,2022,White,48949,402,22,AMG C 43
Toyota,Camry,2022,Matte Black,22181,203,32,LE
Honda,Civic,2024,Silver,21930,158,35,LX
Subaru,Outback,2020,Blue,27349,260,23,Wilderness
Nissan,Rogue,2022,Blue,31672,201,33,Platinum
Honda,Pilot,2020,Charcoal,32832,285,20,TrailSport
Honda,Pilot,2025,Matte Black,38448,285,22,Sport
Ram,1500,2021,Orange,31916,305,23,Big Horn
Chevrolet,Tahoe,2023,Green,66497,420,16,High Country
Kia,Telluride,2024,Matte Black,47397,291,23,SX Prestige
Ford,Bronco,2024,Matte Black,44810,275,17,Badlands
Ford,Bronco,2020,Red,27294,275,20,Big Bend
Nissan,Altima,2021,Yellow,24619,248,29,SR VC-Turbo
Tesla,Model Y,2024,White,43324,384,122,Long Range
Tesla,Model Y,2025,Yellow,51463,456,111,Performance
Chevrolet,Corvette,2022,Yellow,59153,490,19,Stingray 2LT
Subaru,Outback,2024,Midnight Blue,28287,182,28,Premium
Subaru,Crosstrek,2020,Pearl White,20811,182,29,Sport
Nissan,Altima,2022,Silver,21478,188,32,SR
Ford,Explorer,2024,Silver,44964,400,21,ST
Hyundai,Tucson,2024,Silver,29458,226,38,Hybrid Blue
Hyundai,Elantra,2024,Silver,31007,276,24,N
Nissan,Altima,2023,Matte Black,29171,248,29,SR VC-Turbo
Chevrolet,Tahoe,2025,Midnight Blue,62357,355,17,LT
Honda,CR-V,2022,Burgundy,26137,204,40,Sport Hybrid
Audi,A4,2023,Grey,45309,349,24,S4
Toyota,Tacoma,2025,Green,53245,278,21,Limited
Hyundai,Elantra,2022,Red,17026,147,34,SEL
Ford,Explorer,2024,Pearl White,40966,300,24,ST-Line
Jeep,Grand Cherokee,2023,White,29644,293,22,Laredo
Honda,Civic,2024,Burgundy,29756,180,34,Touring
Audi,Q5,2024,Green,46441,261,25,Premium Plus 45
Volkswagen,Jetta,2020,Red,15794,158,34,Sport
Ford,F-150,2023,Matte Black,56263,400,20,Lariat
BMW,3 Series,2021,Matte Black,53491,473,19,M3
Subaru,Outback,2022,Green,22156,182,28,Base
Honda,CR-V,2024,Charcoal,28753,190,30,EX
Ford,Mustang,2022,Grey,32731,480,18,GT
Hyundai,Elantra,2023,White,17188,147,36,SE
Ram,1500,2024,Red,37678,305,23,Tradesman
Volkswagen,Jetta,2025,Matte Black,30375,228,30,GLI Autobahn
Toyota,Camry,2024,Silver,28594,203,31,XLE
Kia,Telluride,2021,Matte Black,36139,291,23,SX Prestige
Ford,F-150,2022,Red,36733,325,20,XLT
Audi,A4,2024,Yellow,42133,261,28,Premium Plus 45
Volkswagen,Tiguan,2023,Red,32130,184,26,SEL R-Line
Toyota,Tacoma,2024,Blue,49255,278,21,Limited
Nissan,Rogue,2025,Yellow,31909,201,33,SV
Subaru,Crosstrek,2022,Silver,22920,182,29,Sport
Kia,K5,2023,Charcoal,26930,290,27,GT
Nissan,Rogue,2021,Orange,18708,201,33,S
Mercedes-Benz,GLE,2022,Midnight Blue,68006,429,20,AMG GLE 53
Jeep,Wrangler,2023,Black,79760,470,14,Rubicon 392
Ram,1500,2021,Grey,29584,305,23,Tradesman
Ford,Explorer,2021,Burgundy,25370,300,24,XLT
Ford,Bronco,2024,Black,42710,275,20,Outer Banks
Audi,Q5,2024,Green,44316,261,25,Premium Plus 45
BMW,3 Series,2021,Midnight Blue,33339,255,29,330i
Ford,F-150,2024,Grey,58042,400,20,Lariat
Volkswagen,Tiguan,2022,Matte Black,31546,184,26,SEL R-Line
Audi,Q5,2024,Midnight Blue,54247,349,21,SQ5
Chevrolet,Silverado 1500,2023,Yellow,59715,420,15,ZR2
Volkswagen,Jetta,2024,Orange,20275,158,34,Sport
Honda,Civic,2021,Pearl White,16549,158,33,Sport
Kia,K5,2020,Pearl White,16135,180,31,LXS
Hyundai,Elantra,2023,Red,21144,147,34,SEL
Audi,Q5,2022,Burgundy,34953,201,26,Premium 40
Volkswagen,Tiguan,2024,Grey,28086,184,27,SE
Tesla,Model Y,2020,Black,34876,456,111,Performance
Volkswagen,Jetta,2022,Blue,18513,158,34,S
Toyota,Camry,2022,Red,24534,203,31,XLE
Mercedes-Benz,GLE,2020,Yellow,42159,255,24,GLE 350
Mercedes-Benz,C-Class,2022,Red,37787,255,30,C 300
Mercedes-Benz,GLE,2020,Red,57021,429,20,AMG GLE 53
Chevrolet,Silverado 1500,2022,Burgundy,42721,355,19,RST
Chevrolet,Tahoe,2022,Black,49402,355,17,LT
BMW,3 Series,2022,Matte Black,58200,473,19,M3
Chevrolet,Silverado 1500,2023,Silver,44030,355,19,RST
Jeep,Grand Cherokee,2022,Green,49356,293,22,Summit
Hyundai,Tucson,2024,Black,24983,187,28,SE
Honda,Civic,2021,White,23331,180,34,Touring
Ram,1500,2023,Grey,54272,395,22,Limited
Audi,A4,2023,Midnight Blue,38084,261,28,Premium Plus 45
Subaru,Crosstrek,2020,Red,15150,152,29,Base
Nissan,Rogue,2021,Red,19297,201,33,S
Kia,K5,2024,Burgundy,22735,180,31,LXS
Hyundai,Tucson,2022,Blue,22818,187,28,SE
BMW,3 Series,2024,Charcoal,39701,255,29,330i
Nissan,Rogue,2022,White,22479,201,33,S
Volkswagen,Tiguan,2024,Pearl White,28416,184,27,SE
Ford,Mustang,2022,Green,45104,500,17,Dark Horse
Jeep,Wrangler,2021,Yellow,29492,285,19,Willys
Jeep,Grand Cherokee,2024,Blue,40647,293,22,Limited
Nissan,Altima,2023,Midnight Blue,20586,188,32,S
Toyota,Camry,2024,Pearl White,27620,203,32,SE
Audi,Q5,2022,Yellow,38482,261,25,Premium Plus 45
Jeep,Wrangler,2024,Red,27439,285,20,Sport
Honda,Pilot,2024,Silver,46666,285,20,TrailSport
Kia,K5,2020,Grey,19522,180,31,GT-Line
Mercedes-Benz,GLE,2024,Grey,64164,375,22,GLE 450
Subaru,Outback,2022,Midnight Blue,29850,260,23,Wilderness
Audi,A4,2024,White,50326,349,24,S4
BMW,X5,2022,Matte Black,67911,523,19,M60i
Toyota,Prius,2024,Pearl White,25588,194,57,LE
Ford,Bronco,2022,White,37151,275,17,Badlands
Ram,1500,2021,Pearl White,68176,702,12,TRX
Jeep,Wrangler,2024,Black,29975,285,20,Sport
Hyundai,Tucson,2024,Charcoal,23790,187,28,SE
Ram,1500,2023,Midnight Blue,47859,395,22,Laramie
Subaru,Outback,2025,Blue,39049,260,23,Wilderness
Audi,A4,2020,Red,26165,201,30,Premium 40
Nissan,Altima,2021,White,25517,248,29,SR VC-Turbo
Jeep,Wrangler,2023,Black,78369,470,14,Rubicon 392
BMW,X5,2024,Pearl White,61635,375,25,sDrive40i
Tesla,Model S,2023,Burgundy,64652,670,120,Long Range
Ram,1500,2023,Grey,36477,305,23,Big Horn
Ram,1500,2024,Red,42649,305,23,Big Horn
Chevrolet,Tahoe,2024,Orange,55929,355,17,LT
Chevrolet,Silverado 1500,2020,Matte Black,35963,355,19,RST
Chevrolet,Corvette,2020,Pearl White,48877,490,19,Stingray 2LT
Subaru,Outback,2025,Orange,39108,260,23,Wilderness
Subaru,Outback,2025,Midnight Blue,28121,182,28,Base
Hyundai,Tucson,2022,Burgundy,21249,187,28,SEL
Audi,A4,2021,Green,38774,349,24,S4
Tesla,Model 3,2023,Grey,40120,393,130,Long Range
Hyundai,Tucson,2024,Orange,28063,226,38,Hybrid Blue
Mercedes-Benz,GLE,2025,Grey,88384,429,20,AMG GLE 53
Honda,Pilot,2023,Blue,33943,285,22,Sport
Ford,F-150,2023,Green,31802,325,20,XL
Nissan,Rogue,2024,Green,25771,201,33,S
Toyota,Camry,2023,Yellow,29641,301,25,TRD
Ram,1500,2023,Silver,54348,395,22,Limited
Subaru,Outback,2024,Red,34226,260,26,Onyx Edition XT
Toyota,Camry,2023,Midnight Blue,22189,203,32,SE
Subaru,Outback,2021,Yellow,29062,260,26,Onyx Edition XT
Ford,Mustang,2023,Green,34350,480,18,GT
Mercedes-Benz,GLE,2024,Burgundy,81491,429,20,AMG GLE 53
Subaru,Crosstrek,2022,White,21170,182,29,Sport
Audi,Q5,2022,Green,34224,201,26,Premium 40
BMW,3 Series,2022,Grey,33059,255,29,330i
Hyundai,Elantra,2021,White,25914,276,24,N
Tesla,Model S,2023,Yellow,76920,1020,116,Plaid
Honda,CR-V,2020,Blue,20802,190,30,LX
Ford,Explorer,2023,Grey,29704,300,24,XLT
Nissan,Rogue,2021,White,22038,201,33,S
Honda,Civic,2023,Blue,21049,158,33,Sport
Subaru,Crosstrek,2024,Silver,27507,182,29,Sport
Mercedes-Benz,GLE,2022,White,66109,429,20,AMG GLE 53
Audi,Q5,2025,Matte Black,51721,261,25,Premium Plus 45
Ram,1500,2020,Pearl White,30500,305,23,Big Horn
Honda,Civic,2020,Midnight Blue,21987,180,34,Touring
Chevrolet,Silverado 1500,2021,Yellow,35514,310,20,LT
Tesla,Model Y,2025,Blue,51160,456,111,Performance
Nissan,Altima,2025,Blue,36201,248,29,SR VC-Turbo
Audi,A4,2022,Blue,41605,349,24,S4
Chevrolet,Silverado 1500,2023,Black,62088,420,15,ZR2
BMW,3 Series,2023,Red,49752,382,26,M340i
Nissan,Rogue,2020,Silver,21400,201,33,SV
Chevrolet,Tahoe,2023,White,48098,355,17,LS
Ram,1500,2020,Red,29645,305,23,Big Horn
Volkswagen,Jetta,2023,Silver,20225,158,34,Sport
Ford,Mustang,2024,White,54497,500,17,Dark Horse
Jeep,Grand Cherokee,2020,Yellow,41720,293,22,Summit
Chevrolet,Silverado 1500,2024,Grey,45637,310,20,LT
Subaru,Outback,2022,Silver,29964,260,26,Onyx Edition XT
Nissan,Altima,2023,Silver,29416,248,29,SR VC-Turbo
Mercedes-Benz,GLE,2024,Blue,55923,255,24,GLE 350
Audi,Q5,2024,Matte Black,47454,261,25,Premium Plus 45
Subaru,Crosstrek,2024,Pearl White,29597,182,29,Limited
Subaru,Crosstrek,2022,Matte Black,24627,182,29,Sport
Kia,K5,2024,Blue,23456,180,31,LXS
Audi,A4,2024,Matte Black,42449,261,28,Premium Plus 45
Ram,1500,2020,Green,63974,702,12,TRX
Ford,Bronco,2021,Red,34054,275,20,Outer Banks
Ram,1500,2024,Red,40070,305,23,Big Horn
Tesla,Model Y,2024,White,46565,384,122,Long Range
Jeep,Wrangler,2022,Green,73436,470,14,Rubicon 392
Nissan,Altima,2022,Silver,26966,248,29,SR VC-Turbo
Nissan,Altima,2021,Black,19964,188,32,S
Tesla,Model Y,2022,Green,41152,456,111,Performance
Audi,A4,2025,Red,40129,201,30,Premium 40
Ford,F-150,2022,Burgundy,61916,450,16,Raptor
Chevrolet,Tahoe,2024,Yellow,51889,355,17,LS
Hyundai,Tucson,2023,Blue,28395,226,38,Hybrid Blue
Tesla,Model S,2024,Green,81340,1020,116,Plaid
Tesla,Model 3,2024,Red,45640,393,130,Long Range
Mercedes-Benz,GLE,2022,Silver,55089,375,22,GLE 450
Subaru,Crosstrek,2022,Silver,23225,182,29,Limited
Audi,A4,2021,Black,37527,349,24,S4
Chevrolet,Silverado 1500,2024,Silver,34693,310,20,WT
Volkswagen,Tiguan,2022,Blue,21248,184,27,S
Toyota,Tacoma,2022,Charcoal,42002,278,21,Limited
Volkswagen,Tiguan,2020,Red,22125,184,27,SE
Subaru,Outback,2021,Red,28091,260,23,Wilderness
Mercedes-Benz,GLE,2022,Burgundy,67809,429,20,AMG GLE 53
BMW,3 Series,2024,Black,54989,382,26,M340i
Nissan,Rogue,2020,Midnight Blue,23966,201,33,Platinum
Tesla,Model S,2022,Black,68939,1020,116,Plaid
